word	nodeType	synsetCount	unit	count
imitate	VERB	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
infatuate	VERB	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
inspect	VERB	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
introduce	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
k*ll	VERB	0	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
k*lle	VERB	0	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
keep	VERB	25	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	4
kick	VERB	14	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
know	VERB	12	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	3
lack	VERB	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
leave	VERB	17	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	6
let	VERB	8	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	5
live	VERB	19	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
look	VERB	14	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
lose	VERB	11	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
love	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
mail	VERB	7	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
make	VERB	51	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	14
obsess	VERB	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
order	VERB	24	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
oversleep	VERB	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
overwork	VERB	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
pay	VERB	12	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	4
pee	VERB	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
prevent	VERB	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
promise	VERB	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
put	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
reform	VERB	9	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
refuse	VERB	7	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
reserve	VERB	11	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
rest	VERB	18	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
retire	VERB	11	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
rid	VERB	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
ride	VERB	16	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	5
ridicule	VERB	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
rob	VERB	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
rummage	VERB	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
say	VERB	12	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
see	VERB	25	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	8
seem	VERB	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
sell	VERB	9	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
send	VERB	8	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
separate	VERB	19	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
serialize	VERB	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
share	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
show	VERB	16	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
sit	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
stand	VERB	24	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
stay	VERB	16	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
stick	VERB	25	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
stir	VERB	11	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
stop	VERB	22	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	4
stress	VERB	8	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
study	VERB	16	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
submit	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
suit	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
support	VERB	22	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
surface	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
suspect	VERB	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
take	VERB	44	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	8
talk	VERB	11	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
tell	VERB	9	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
thank	VERB	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
think	VERB	14	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
treat	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
try	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
understand	VERB	5	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	3
wait	VERB	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
wake	VERB	9	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	5
want	VERB	9	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	7
watch	VERB	13	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
wonder	VERB	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
work	VERB	34	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	3
worry	VERB	8	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
write	VERB	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
accuse	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
add	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
appear	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
appreciate	VERB	5	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
ask	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
attack	VERB	15	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
avoid	VERB	5	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
be	VERB	14	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	9
become	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	4
begin	VERB	11	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
belong	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
borrow	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
bring	VERB	11	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
buy	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
call	VERB	41	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
carry	VERB	41	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
catch	VERB	39	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	4
chase	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
cheat	VERB	9	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
come	VERB	22	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
connect	VERB	11	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
cross	VERB	16	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
damage	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
dare	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
deceive	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
decide	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
delve	VERB	1	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
destroy	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
devastate	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
develop	VERB	21	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
disguise	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
divide	VERB	8	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
do	VERB	16	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	9
dock	VERB	12	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
draw	VERB	45	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
dream	VERB	8	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
eat	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	9
eliminate	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
end	VERB	18	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
enjoy	VERB	5	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
exist	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
expel	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
fail	VERB	11	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
feel	VERB	17	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
find	VERB	18	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	4
fix	VERB	17	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
fulfill	VERB	3	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
gather	VERB	11	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
get	VERB	37	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	11
give	VERB	45	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	6
go	VERB	35	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	11
got	VERB	36	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
guess	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
have	VERB	20	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	19
hear	VERB	5	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	4
help	VERB	12	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	5
hide	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
hold	VERB	45	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
hurry	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
hurt	VERB	14	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
ignore	VERB	5	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
improve	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
increase	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
instal	VERB	3	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
invent	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
know	VERB	12	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	7
learn	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
leave	VERB	17	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	4
let	VERB	8	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	11
live	VERB	19	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
look	VERB	14	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	5
lose	VERB	11	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	5
love	VERB	10	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
lure	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
make	VERB	51	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	18
maneuver	VERB	8	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
mark	VERB	30	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
mean	VERB	16	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
meet	VERB	15	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
mind	VERB	13	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
name	VERB	15	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
need	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
operate	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
order	VERB	24	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
pass	VERB	43	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
pay	VERB	12	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
pick	VERB	21	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	7
plan	VERB	7	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
plant	VERB	10	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
play	VERB	52	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	4
pretend	VERB	8	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
promise	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
punch	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
purge	VERB	10	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
react	VERB	3	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
read	VERB	12	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
release	VERB	22	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
rely	VERB	1	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
reveal	VERB	3	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
rumor	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
run	VERB	57	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
say	VERB	12	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
score	VERB	18	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
see	VERB	25	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
seem	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
sell	VERB	9	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
separate	VERB	19	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
serialize	VERB	1	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
serve	VERB	16	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
shape	VERB	11	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
shut	VERB	5	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
sing	VERB	5	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
sit	VERB	10	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
sound	VERB	24	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
specialize	VERB	5	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
split	VERB	18	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
spot	VERB	20	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
stand	VERB	24	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
stop	VERB	22	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	4
study	VERB	16	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
sulk	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
switch	VERB	14	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
take	VERB	44	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	8
talk	VERB	11	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
tell	VERB	9	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
thank	VERB	1	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
try	VERB	10	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
turn	VERB	38	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
underestimate	VERB	4	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
use	VERB	13	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	2
vie	VERB	1	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
wait	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
want	VERB	9	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	3
warm	VERB	13	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
waste	VERB	16	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
whisper	VERB	3	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
win	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
wipe	VERB	2	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
wish	VERB	10	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
wonder	VERB	6	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	1
work	VERB	34	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II	4
accept	VERB	11	02x05_-_Plan_to_Cross_the_Border	1
accord	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
agree	VERB	7	02x05_-_Plan_to_Cross_the_Border	2
allow	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
apologize	VERB	2	02x05_-_Plan_to_Cross_the_Border	1
arrest	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
ask	VERB	7	02x05_-_Plan_to_Cross_the_Border	2
assign	VERB	8	02x05_-_Plan_to_Cross_the_Border	1
assure	VERB	6	02x05_-_Plan_to_Cross_the_Border	2
attract	VERB	3	02x05_-_Plan_to_Cross_the_Border	1
be	VERB	14	02x05_-_Plan_to_Cross_the_Border	4
bear	VERB	15	02x05_-_Plan_to_Cross_the_Border	1
become	VERB	4	02x05_-_Plan_to_Cross_the_Border	1
begin	VERB	11	02x05_-_Plan_to_Cross_the_Border	2
borrow	VERB	2	02x05_-_Plan_to_Cross_the_Border	1
break	VERB	75	02x05_-_Plan_to_Cross_the_Border	2
bring	VERB	11	02x05_-_Plan_to_Cross_the_Border	2
build	VERB	12	02x05_-_Plan_to_Cross_the_Border	1
bump	VERB	8	02x05_-_Plan_to_Cross_the_Border	1
burn	VERB	20	02x05_-_Plan_to_Cross_the_Border	1
call	VERB	41	02x05_-_Plan_to_Cross_the_Border	1
cancel	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
care	VERB	11	02x05_-_Plan_to_Cross_the_Border	3
carry	VERB	41	02x05_-_Plan_to_Cross_the_Border	1
change	VERB	20	02x05_-_Plan_to_Cross_the_Border	3
check	VERB	38	02x05_-_Plan_to_Cross_the_Border	3
come	VERB	22	02x05_-_Plan_to_Cross_the_Border	5
compare	VERB	5	02x05_-_Plan_to_Cross_the_Border	1
complete	VERB	10	02x05_-_Plan_to_Cross_the_Border	2
confirm	VERB	5	02x05_-_Plan_to_Cross_the_Border	1
contact	VERB	11	02x05_-_Plan_to_Cross_the_Border	1
continue	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
count	VERB	12	02x05_-_Plan_to_Cross_the_Border	2
cross	VERB	16	02x05_-_Plan_to_Cross_the_Border	1
cruise	VERB	5	02x05_-_Plan_to_Cross_the_Border	1
decline	VERB	11	02x05_-_Plan_to_Cross_the_Border	1
depart	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
die	VERB	14	02x05_-_Plan_to_Cross_the_Border	1
do	VERB	16	02x05_-_Plan_to_Cross_the_Border	8
draw	VERB	45	02x05_-_Plan_to_Cross_the_Border	1
dull	VERB	19	02x05_-_Plan_to_Cross_the_Border	1
eat	VERB	6	02x05_-_Plan_to_Cross_the_Border	2
encounter	VERB	9	02x05_-_Plan_to_Cross_the_Border	1
enjoy	VERB	5	02x05_-_Plan_to_Cross_the_Border	5
entertain	VERB	3	02x05_-_Plan_to_Cross_the_Border	2
entrust	VERB	2	02x05_-_Plan_to_Cross_the_Border	1
erupt	VERB	8	02x05_-_Plan_to_Cross_the_Border	1
expect	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
explore	VERB	4	02x05_-_Plan_to_Cross_the_Border	2
fall	VERB	44	02x05_-_Plan_to_Cross_the_Border	1
feel	VERB	17	02x05_-_Plan_to_Cross_the_Border	1
fill	VERB	11	02x05_-_Plan_to_Cross_the_Border	1
finish	VERB	15	02x05_-_Plan_to_Cross_the_Border	1
fool	VERB	7	02x05_-_Plan_to_Cross_the_Border	1
force	VERB	19	02x05_-_Plan_to_Cross_the_Border	1
form	VERB	23	02x05_-_Plan_to_Cross_the_Border	1
gather	VERB	11	02x05_-_Plan_to_Cross_the_Border	1
get	VERB	37	02x05_-_Plan_to_Cross_the_Border	8
give	VERB	45	02x05_-_Plan_to_Cross_the_Border	2
glue	VERB	3	02x05_-_Plan_to_Cross_the_Border	1
go	VERB	35	02x05_-_Plan_to_Cross_the_Border	24
grow	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
guess	VERB	6	02x05_-_Plan_to_Cross_the_Border	3
hand	VERB	16	02x05_-_Plan_to_Cross_the_Border	1
happen	VERB	5	02x05_-_Plan_to_Cross_the_Border	3
have	VERB	20	02x05_-_Plan_to_Cross_the_Border	15
head	VERB	42	02x05_-_Plan_to_Cross_the_Border	2
hear	VERB	5	02x05_-_Plan_to_Cross_the_Border	1
help	VERB	12	02x05_-_Plan_to_Cross_the_Border	2
hold	VERB	45	02x05_-_Plan_to_Cross_the_Border	1
hope	VERB	9	02x05_-_Plan_to_Cross_the_Border	2
hurry	VERB	6	02x05_-_Plan_to_Cross_the_Border	2
inspect	VERB	3	02x05_-_Plan_to_Cross_the_Border	1
introduce	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
invite	VERB	9	02x05_-_Plan_to_Cross_the_Border	1
k*ll	VERB	0	02x05_-_Plan_to_Cross_the_Border	2
k*lle	VERB	0	02x05_-_Plan_to_Cross_the_Border	3
keep	VERB	25	02x05_-_Plan_to_Cross_the_Border	2
know	VERB	12	02x05_-_Plan_to_Cross_the_Border	7
learn	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
leave	VERB	17	02x05_-_Plan_to_Cross_the_Border	7
let	VERB	8	02x05_-_Plan_to_Cross_the_Border	6
lie	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
like	VERB	11	02x05_-_Plan_to_Cross_the_Border	2
